TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,KEY_TYPE,CONSTRAINT_NAME
ltbEvent,list_item_display,nvarchar,500,NULL,NULL
ltbEvent,list_item_group,nvarchar,500,NULL,NULL
ltbEvent,list_item_accessLevel,nvarchar,200,NULL,NULL
ltbEvent,list_item_rights,nvarchar,-1,NULL,NULL
ltbEvent,list_item_restrictoption,tinyint,NULL,NULL,NULL
ltbEvent,list_item_parentid,smallint,NULL,NULL,NULL
ltbEvent,list_item_distributionlist,nvarchar,500,NULL,NULL
ltbEvent,list_item_primaryonly,bit,NULL,NULL,NULL
ltbEvent,list_item_subonly,bit,NULL,NULL,NULL
ltbEvent,busFunction,nvarchar,50,NULL,NULL
ltbEvent,open_access_add,bit,NULL,NULL,NULL
ltbEnvPriority,SortOrder,smallint,NULL,NULL,NULL
ltbEnvPriority,Words,nvarchar,50,PRIMARY KEY,PK_ltbEnvPriority
ltbEnvPriority,MXWasChecked,bit,NULL,NULL,NULL
ltbEnvPriority,MXHasDouble,bit,NULL,NULL,NULL
ltbEnvPriority,MXWasUpdated,bit,NULL,NULL,NULL
ltbEnvPriority,MXEncode,varchar,30,NULL,NULL
ltbEnvPriority,ClosureID,smallint,NULL,NULL,NULL
ltbEnvPriority,Description,nvarchar,1500,NULL,NULL
ltbEnvPriority,EnvPriorityID,int,NULL,NULL,NULL
ltbContact_Permissions,ID,int,NULL,PRIMARY KEY,ltbContact_Permissions_PK
ltbContact_Permissions,Contact_Name,nvarchar,150,NULL,NULL
ltbContact_Permissions,Application,nvarchar,255,NULL,NULL
ltbContact_Permissions,Org,nvarchar,50,NULL,NULL
ltbContact_Permissions,Suborg,nvarchar,50,NULL,NULL
ltbContact_Permissions,Location,nvarchar,50,NULL,NULL
ltbContact_Permissions,SubSite,nvarchar,50,NULL,NULL
ltbContact_Permissions,Department,nvarchar,50,NULL,NULL
ltbContact_Permissions,Level,nvarchar,50,NULL,NULL
ltbContact_Permissions,SpecialRights,nvarchar,1000,NULL,NULL
ltbContact_Permissions,Status,nvarchar,25,NULL,NULL
ltbContact_Permissions,Approver,nvarchar,100,NULL,NULL
ltbContact_Permissions,RequestDate,datetime,NULL,NULL,NULL
ltbContact_Permissions,RequestDesc,nvarchar,2000,NULL,NULL
ltbContact_Permissions,ApprovalDesc,nvarchar,1000,NULL,NULL
ltbContact_Permissions,UpdateDate,datetime,NULL,NULL,NULL
ltbContact_Permissions,UpdateBy,nvarchar,150,NULL,NULL
ltbContact_Permissions,Business,nvarchar,50,NULL,NULL
ltbContact_Permissions,Category,nvarchar,500,NULL,NULL
ltbContact_Permissions,DistributionLists,nvarchar,2300,NULL,NULL
ltbContact_Permissions,ParentID,int,NULL,NULL,NULL
ltbContact_Permissions,MXWasChecked,bit,NULL,NULL,NULL
ltbContact_Permissions,MXHasDouble,bit,NULL,NULL,NULL
ltbContact_Permissions,MXWasUpdated,bit,NULL,NULL,NULL
ltbContact_Permissions,MXEncode,varchar,30,NULL,NULL
ltbContact_Permissions,APPR,bit,NULL,NULL,NULL
ltbContact_Permissions,DLA,bit,NULL,NULL,NULL
ltbContact_Permissions,BA,bit,NULL,NULL,NULL
ltbContact_Permissions,ExpirationDate,datetime,NULL,NULL,NULL
ltbContact_Permissions,PermissionRoleID,int,NULL,NULL,NULL
ltbContact_Permissions,UserRoleID,int,NULL,NULL,NULL
ltbcontact_Extended,ContactID,int,NULL,FOREIGN KEY,FK_ltbcontact_Extended_ltbcontact
ltbcontact_Extended,ContactID,int,NULL,PRIMARY KEY,PK_ConID
ltbcontact_Extended,LastLogin,datetime,NULL,NULL,NULL
ltbcontact_Extended,InactiveData,varchar,500,NULL,NULL
ltbcontact_Extended,AuditorCertNumber,varchar,15,NULL,NULL
ltbcontact_Extended,LastAuditDate,smalldatetime,NULL,NULL,NULL
ltbcontact_Extended,CertStatus,nvarchar,25,NULL,NULL
ltbcontact_Extended,Deactivated,smalldatetime,NULL,NULL,NULL
ltbcontact_Extended,EmailSentDate,datetime,NULL,NULL,NULL
ltbcontact_Extended,LoginStatus,smallint,NULL,NULL,NULL
ltbcontact_Extended,CreatedBy,nvarchar,150,NULL,NULL
ltbcontact_Extended,ResponsibilitiesASOF,datetime,NULL,NULL,NULL
ltbcontact_Extended,F1,nvarchar,200,NULL,NULL
ltbcontact_Extended,PrimaryLangSpoken,int,NULL,NULL,NULL
ltbcontact_Extended,SecondaryLangSpoken,nvarchar,100,NULL,NULL
ltbcontact_Extended,SSOIDNotInVWorker,nvarchar,50,NULL,NULL
ltbcontact_Extended,DeactivateBy,nvarchar,50,NULL,NULL
ltbcontact_Extended,DeactivateReason,nvarchar,25,NULL,NULL
ltbcontact_Extended,DeactivateCompleted,datetime,NULL,NULL,NULL
ltbcontact_Extended,GuestLicenseAgreement,datetime,NULL,NULL,NULL
ltbcontact_Extended,securityQuestion,bit,NULL,NULL,NULL
ltbcontact_Extended,securityQuestionStatus,smallint,NULL,NULL,NULL
ltbcontact_Extended,UConnect_Status,smallint,NULL,NULL,NULL
ltbcontact_Extended,ContactTags,nvarchar,1000,NULL,NULL
ltbcontact_Extended,scope,nvarchar,50,NULL,NULL
ltbcontact_Extended,scopeId,int,NULL,NULL,NULL
ltbContact,CONTACT_NAME,nvarchar,150,PRIMARY KEY,PK_ltbContact
ltbContact,CONTACT_LASTNAME,nvarchar,50,NULL,NULL
ltbContact,CONTACT_FIRSTNAME,nvarchar,100,NULL,NULL
ltbContact,CONTACT_PHONE,nvarchar,255,NULL,NULL
ltbContact,CONTACT_FAX,nvarchar,255,NULL,NULL
ltbContact,CONTACT_EXTPHONE,nvarchar,255,NULL,NULL
ltbContact,CONTACT_HOMEPHONE,nvarchar,50,NULL,NULL
ltbContact,CONTACT_TITLE,nvarchar,255,NULL,NULL
ltbContact,EHS_DEDICATED,bit,NULL,NULL,NULL
ltbContact,CONTACT_LOCATION,nvarchar,255,NULL,NULL
ltbContact,CONTACT_ORG,nvarchar,255,NULL,NULL
ltbContact,CONTACT_EMAIL,nvarchar,255,NULL,NULL
ltbContact,CONTACT_ADDRESS,nvarchar,255,NULL,NULL
ltbContact,CONTACT_BLDG,nvarchar,100,NULL,NULL
ltbContact,CONTACT_EXPERTISE,nvarchar,255,NULL,NULL
ltbContact,CONTACT_PAGER,nvarchar,255,NULL,NULL
ltbContact,ADM,bit,NULL,NULL,NULL
ltbContact,AIR,bit,NULL,NULL,NULL
ltbContact,CHE,bit,NULL,NULL,NULL
ltbContact,COM,bit,NULL,NULL,NULL
ltbContact,EIS,bit,NULL,NULL,NULL
ltbContact,EMS,bit,NULL,NULL,NULL
ltbContact,HEA,bit,NULL,NULL,NULL
ltbContact,INT,bit,NULL,NULL,NULL
ltbContact,NUC,bit,NULL,NULL,NULL
ltbContact,QUA,bit,NULL,NULL,NULL
ltbContact,TRA,bit,NULL,NULL,NULL
ltbContact,TSC,bit,NULL,NULL,NULL
ltbContact,VPP,bit,NULL,NULL,NULL
ltbContact,WAS,bit,NULL,NULL,NULL
ltbContact,WAT,bit,NULL,NULL,NULL
ltbContact,SCO,bit,NULL,NULL,NULL
ltbContact,ITR,bit,NULL,NULL,NULL
ltbContact,DB_ADMIN,bit,NULL,NULL,NULL
ltbContact,PS_Admin,numeric,NULL,NULL,NULL
ltbContact,UPDATE_DATE,smalldatetime,NULL,NULL,NULL
ltbContact,SS_TRAINED,bit,NULL,NULL,NULL
ltbContact,SS_CERTIFIED,bit,NULL,NULL,NULL
ltbContact,TrackFlag,bit,NULL,NULL,NULL
ltbContact,Contact_Business,nvarchar,50,NULL,NULL
ltbContact,UserName,nvarchar,255,NULL,NULL
ltbContact,Password,nvarchar,100,NULL,NULL
ltbContact,SSOID,varchar,255,NULL,NULL
ltbContact,ContactID,int,NULL,NULL,NULL
ltbContact,Country,nvarchar,50,NULL,NULL
ltbContact,LastLogin,datetime,NULL,NULL,NULL
ltbContact,MXWasChecked,bit,NULL,NULL,NULL
ltbContact,MXHasDouble,bit,NULL,NULL,NULL
ltbContact,MXWasUpdated,bit,NULL,NULL,NULL
ltbContact,MXEncode,varchar,30,NULL,NULL
ltbContact,LangID,int,NULL,NULL,NULL
ltbContact,TimeZoneID,int,NULL,NULL,NULL
ltbContact,ByPassVal,bit,NULL,NULL,NULL
ltbContact,PrivNoticeAckDate,datetime,NULL,NULL,NULL
ltbContact,AuditorGoalsObjectives,bit,NULL,NULL,NULL
ltbContact,contactsDSN,char,1,NULL,NULL
ltbContact,User_Type,nvarchar,25,NULL,NULL
ltbContact,HasCategories,bit,NULL,NULL,NULL
ltbContact,HOP,bit,NULL,NULL,NULL
ltbContact,AltEmpID,nvarchar,50,NULL,NULL
ltbContact,createDate,datetime,NULL,NULL,NULL
ltbContact,cdiDate,datetime,NULL,NULL,NULL
ltbContact,CreateFrom,varchar,20,NULL,NULL
ltbContact,CDI_SiteID,int,NULL,NULL,NULL
ltbContact,RestrictedUser,bit,NULL,NULL,NULL
ltbContact,ExtUseID,nvarchar,50,NULL,NULL
ltbCOE_Sub,DeptID,int,NULL,PRIMARY KEY,PK_ltbCOE_Sub
ltbCOE_Sub,SubCOE,nvarchar,50,PRIMARY KEY,PK_ltbCOE_Sub
ltbCOE_Sub,COE_Contact,nchar,50,NULL,NULL
ltbCOE_Sub,SubCOEID,int,NULL,NULL,NULL
ltbCOE_Sub,Archive,bit,NULL,NULL,NULL
ltbCOE_Sub,UpdateDate,datetime,NULL,NULL,NULL
ltbCOE_Sub,UpdateBy,nvarchar,50,NULL,NULL
ltbCOE_Sub,COE_Ops_Contact,nvarchar,150,NULL,NULL
ltbCOE_Sub,SiteID,int,NULL,NULL,NULL
ltbCOE_Sub,SubCOEcountry,nvarchar,50,NULL,NULL
ltbCOE_Sub,SubCOEregion,nvarchar,50,NULL,NULL
ltbCOE_Sub,MXWasChecked,bit,NULL,NULL,NULL
ltbCOE_Sub,MXHasDouble,bit,NULL,NULL,NULL
ltbCOE_Sub,MXWasUpdated,bit,NULL,NULL,NULL
ltbCOE_Sub,MXEncode,varchar,30,NULL,NULL
ltbCOE_Sub,Latitude,float,NULL,NULL,NULL
ltbCOE_Sub,Longitude,float,NULL,NULL,NULL
ltbCOE,ORGNAME,nvarchar,50,PRIMARY KEY,PK_ltbCOE_OrgLocCoe
ltbCOE,LOCATION,nvarchar,50,PRIMARY KEY,PK_ltbCOE_OrgLocCoe
ltbCOE,COE,nvarchar,50,PRIMARY KEY,PK_ltbCOE_OrgLocCoe
ltbCOE,COESortNo,smallint,NULL,NULL,NULL
ltbCOE,SubSite,nvarchar,50,NULL,NULL
ltbCOE,Archive,bit,NULL,NULL,NULL
ltbCOE,DeptID,int,NULL,NULL,NULL
ltbCOE,COE_Manager,nvarchar,150,NULL,NULL
ltbCOE,COE_Ops_Contact,nvarchar,150,NULL,NULL
ltbCOE,Business,varchar,50,NULL,NULL
ltbCOE,DateCreated,smalldatetime,NULL,NULL,NULL
ltbCOE,COEcountry,nvarchar,50,NULL,NULL
ltbCOE,COEregion,nvarchar,50,NULL,NULL
ltbCOE,MXWasChecked,bit,NULL,NULL,NULL
ltbCOE,MXHasDouble,bit,NULL,NULL,NULL
ltbCOE,MXWasUpdated,bit,NULL,NULL,NULL
ltbCOE,MXEncode,varchar,30,NULL,NULL
ltbCOE,Latitude,float,NULL,NULL,NULL
ltbCOE,Longitude,float,NULL,NULL,NULL
ltbCOE,Color,varchar,6,NULL,NULL
ltbCOE,deptCode,nvarchar,50,NULL,NULL
ltbCOE,createDate,datetime,NULL,NULL,NULL
ltbCOE,createdBy,nvarchar,150,NULL,NULL
ltbCOE,updateDate,datetime,NULL,NULL,NULL
ltbCOE,updateBy,nvarchar,150,NULL,NULL
ltbClosure,ClosureSortNo,smallint,NULL,NULL,NULL
ltbClosure,Closure,nvarchar,100,PRIMARY KEY,PK_ltbClosure
ltbClosure,MXWasChecked,bit,NULL,NULL,NULL
ltbClosure,MXHasDouble,bit,NULL,NULL,NULL
ltbClosure,MXWasUpdated,bit,NULL,NULL,NULL
ltbClosure,MXEncode,varchar,30,NULL,NULL
ltbClosure,ltbClosureID,int,NULL,NULL,NULL
ltbCategory_Sub,SubcategoryId,int,NULL,NULL,NULL
ltbCategory_Sub,Subcategory,nvarchar,200,NULL,NULL
ltbCategory_Sub,ltbCategoryId,int,NULL,FOREIGN KEY,FK_ltbCatSub_ltbCat_CatID
ltbCategory_Sub,archive,bit,NULL,NULL,NULL
ltbCategory_Sub,SiteID,int,NULL,FOREIGN KEY,FK_ltbCatSub_Site
ltbCategory,CategorySortNo,float,NULL,PRIMARY KEY,PK_ltbCategory
ltbCategory,Category,nvarchar,200,PRIMARY KEY,PK_ltbCategory
ltbCategory,SuperCategory,nvarchar,50,NULL,NULL
ltbCategory,MXWasChecked,bit,NULL,NULL,NULL
ltbCategory,MXHasDouble,bit,NULL,NULL,NULL
ltbCategory,MXWasUpdated,bit,NULL,NULL,NULL
ltbCategory,MXEncode,varchar,30,NULL,NULL
ltbCategory,ltbCategoryID,int,NULL,NULL,NULL
ltbCategory,Archive,bit,NULL,NULL,NULL
ltbCategory,OrgID,int,NULL,FOREIGN KEY,FK_ltbCategory_OrgID
ltbCategory,supercategorySortNo,int,NULL,NULL,NULL
ltbBuilding,ORGNAME,nvarchar,50,PRIMARY KEY,PK_CI_ltbBldg_OrgLocBldg
ltbBuilding,LOCATION,nvarchar,50,PRIMARY KEY,PK_CI_ltbBldg_OrgLocBldg
ltbBuilding,Bldg,nvarchar,50,PRIMARY KEY,PK_CI_ltbBldg_OrgLocBldg
ltbBuilding,BldgSortNo,float,NULL,NULL,NULL
ltbBuilding,Archive,bit,NULL,NULL,NULL
ltbBuilding,Business,varchar,50,NULL,NULL
ltbBuilding,MXWasChecked,bit,NULL,NULL,NULL
ltbBuilding,MXHasDouble,bit,NULL,NULL,NULL
ltbBuilding,MXWasUpdated,bit,NULL,NULL,NULL
ltbBuilding,MXEncode,varchar,30,NULL,NULL
ltbBuilding,BldgID,int,NULL,NULL,NULL
ltbBuilding,BusBldgID,int,NULL,NULL,NULL
ltbBuilding,Latitude,float,NULL,NULL,NULL
ltbBuilding,Longitude,float,NULL,NULL,NULL
ltbBuilding,BldgCode,nvarchar,50,NULL,NULL
ltbBuilding,createDate,datetime,NULL,NULL,NULL
ltbBuilding,createdBy,nvarchar,150,NULL,NULL
ltbBuilding,updateDate,datetime,NULL,NULL,NULL
ltbBuilding,updatedBy,nvarchar,150,NULL,NULL
ltbAuditType,AuditSortNo,real,NULL,PRIMARY KEY,aaaaaltbAuditType_PK
ltbAuditType,AuditName,nvarchar,50,NULL,NULL
ltbAuditType,AuditGroup,nvarchar,50,NULL,NULL
ltbAuditType,PriorityMetric,bit,NULL,NULL,NULL
ltbAuditType,MXWasChecked,bit,NULL,NULL,NULL
ltbAuditType,MXHasDouble,bit,NULL,NULL,NULL
ltbAuditType,MXWasUpdated,bit,NULL,NULL,NULL
ltbAuditType,MXEncode,varchar,30,NULL,NULL
ltbAuditType,MetricExclude,bit,NULL,NULL,NULL
ltbAuditType,Archive,bit,NULL,NULL,NULL
ltbAuditType,ltbAuditTypeID,int,NULL,NULL,NULL
ltbAuditType,OrgID,int,NULL,FOREIGN KEY,FK_ltbAuditType_OrgID
ltbAppReference,ltbAppRefID,int,NULL,PRIMARY KEY,PK_ltbAppReferenceID
ltbAppReference,ltbName,nvarchar,50,NULL,NULL
ltbAppReference,ltbUID,int,NULL,NULL,NULL
ltbAppReference,AppID,int,NULL,NULL,NULL
ltbAppReference,ScopeID,smallint,NULL,NULL,NULL
ltbAppReference,Scope,char,25,NULL,NULL
ltbAppReference,Archive,bit,NULL,NULL,NULL
ltbAppReference,AppRefGroupID,int,NULL,NULL,NULL
ltbAppPermissions,ltbAppPermissionID,int,NULL,NULL,NULL
ltbAppPermissions,AppCenter,nvarchar,50,PRIMARY KEY,ltbAppPermissions_PK
ltbAppPermissions,Application,nvarchar,255,PRIMARY KEY,ltbAppPermissions_PK
ltbAppPermissions,Level,nvarchar,50,PRIMARY KEY,ltbAppPermissions_PK
ltbAppPermissions,LevelText,nvarchar,50,PRIMARY KEY,ltbAppPermissions_PK
ltbAppPermissions,LevelDescription,nvarchar,300,NULL,NULL
ltbAppPermissions,OrderNumber,int,NULL,NULL,NULL
ltbAppPermissions,MXWasChecked,bit,NULL,NULL,NULL
ltbAppPermissions,MXHasDouble,bit,NULL,NULL,NULL
ltbAppPermissions,MXWasUpdated,bit,NULL,NULL,NULL
ltbAppPermissions,MXEncode,varchar,30,NULL,NULL
ltbAppPermissions,SortNumber,int,NULL,NULL,NULL
ltbAppPermissions,appID,int,NULL,NULL,NULL
ltbAppPermissions,levelArchived,bit,NULL,NULL,NULL
ltbAppPermissions,hideFromRequest,bit,NULL,NULL,NULL
ltbAppPermissions,hideFromWebView,bit,NULL,NULL,NULL
ltbAppPermissions,noCopy,bit,NULL,NULL,NULL
fiveWhyRCA,RCA_ID,int,NULL,PRIMARY KEY,PK_fiveWhyRCA_RCA_ID
fiveWhyRCA,first_why,nvarchar,500,NULL,NULL
fiveWhyRCA,second_why,nvarchar,500,NULL,NULL
fiveWhyRCA,third_why,nvarchar,500,NULL,NULL
fiveWhyRCA,fourth_why,nvarchar,500,NULL,NULL
fiveWhyRCA,fifth_why,nvarchar,500,NULL,NULL
fiveWhyRCA,root_cause,nvarchar,500,NULL,NULL
fiveWhyRCA,contributing_factor,nvarchar,500,NULL,NULL
fiveWhyRCA,potential_countermeasure,nvarchar,500,NULL,NULL
fiveWhyRCA,primary_RCA,bit,NULL,NULL,NULL
fiveWhyRCA,sort_order,smallint,NULL,NULL,NULL
fiveWhyRCA,ref_ID,int,NULL,NULL,NULL
fiveWhyRCA,parent_ID,int,NULL,NULL,NULL
fiveWhyRCA,ref_type,nvarchar,100,NULL,NULL
fiveWhyRCA,issue_det,nvarchar,1000,NULL,NULL
extensions_data_Pending,ID,int,NULL,PRIMARY KEY,PK_ExtensionData_ID_Pending
extensions_data_Pending,Extension_Name,varchar,50,NULL,NULL
extensions_data_Pending,Record_Group_ID,int,NULL,NULL,NULL
extensions_data_Pending,Record_Parent_ID,int,NULL,NULL,NULL
extensions_data_Pending,Record_Name,varchar,150,NULL,NULL
extensions_data_Pending,Record_Value,nvarchar,-1,NULL,NULL
extensions_data_Pending,Record_Scope_OrgID,int,NULL,NULL,NULL
extensions_data_Pending,Record_Scope_SiteID,int,NULL,NULL,NULL
extensions_data_Pending,Record_Scope_DeptID,int,NULL,NULL,NULL
extensions_data_Pending,Record_Scope_SubCOEID,int,NULL,NULL,NULL
extensions_data_Pending,Record_Scope_BldgID,int,NULL,NULL,NULL
extensions_data_Pending,Record_Scope_WkStID,int,NULL,NULL,NULL
extensions_data_Pending,Created_By,nvarchar,150,NULL,NULL
extensions_data_Pending,Created_Date,datetime,NULL,NULL,NULL
extensions_data_Pending,Update_By,nvarchar,150,NULL,NULL
extensions_data_Pending,Update_Date,datetime,NULL,NULL,NULL
extensions_data_Pending,Archive,bit,NULL,NULL,NULL
extensions_data_Pending,refID,int,NULL,NULL,NULL
extensions_data_Pending,refType,varchar,50,NULL,NULL
extensions_data_Pending,refAppID,int,NULL,NULL,NULL
extensions_data_Pending,updateDateUTC,datetime,NULL,NULL,NULL
Extensions_Data,ID,int,NULL,PRIMARY KEY,PK_ExtensionData_ID
Extensions_Data,Extension_Name,varchar,50,NULL,NULL
Extensions_Data,Record_Group_ID,int,NULL,NULL,NULL
Extensions_Data,Record_Parent_ID,int,NULL,NULL,NULL
Extensions_Data,Record_Name,varchar,150,NULL,NULL
Extensions_Data,Record_Value,nvarchar,-1,NULL,NULL
Extensions_Data,Record_Scope_OrgID,int,NULL,NULL,NULL
Extensions_Data,Record_Scope_SiteID,int,NULL,NULL,NULL
Extensions_Data,Record_Scope_DeptID,int,NULL,NULL,NULL
Extensions_Data,Record_Scope_SubCOEID,int,NULL,NULL,NULL
Extensions_Data,Record_Scope_BldgID,int,NULL,NULL,NULL
Extensions_Data,Record_Scope_WkStID,int,NULL,NULL,NULL
Extensions_Data,Created_By,nvarchar,150,NULL,NULL
Extensions_Data,Created_Date,datetime,NULL,NULL,NULL
Extensions_Data,Update_By,nvarchar,150,NULL,NULL
Extensions_Data,Update_Date,datetime,NULL,NULL,NULL
Extensions_Data,Archive,bit,NULL,NULL,NULL
Extensions_Data,tblAuditID,int,NULL,NULL,NULL
Extensions_Data,refType,varchar,50,NULL,NULL
Extensions_Data,refAppID,int,NULL,NULL,NULL
Extensions_Data,refID,int,NULL,NULL,NULL
AA_Observations,ObservationID,uniqueidentifier,NULL,PRIMARY KEY,PK_AA_Obs_ObservationID
AA_Observations,AuditRoomID,uniqueidentifier,NULL,FOREIGN KEY,FK_AA_Obs_AuditRoomID
AA_Observations,SiteID,int,NULL,FOREIGN KEY,FK_AA_Obs_SiteID
AA_Observations,ObservationType,uniqueidentifier,NULL,FOREIGN KEY,FK_AA_Obs_TypeID
AA_Observations,Description,nvarchar,4000,NULL,NULL
AA_Observations,CreatedBy,nvarchar,255,NULL,NULL
AA_Observations,CreatedDate,datetime,NULL,NULL,NULL
AA_Observations,AssignedAuditor,nvarchar,255,NULL,NULL
AA_Observations,ObservationStatus,uniqueidentifier,NULL,FOREIGN KEY,FK_AA_Obs_ObservationStatusID
AA_Observations,FindingType,int,NULL,NULL,NULL
AA_Observations,FindingCategory,int,NULL,FOREIGN KEY,FK_AA_Obs_FindingCategoryID
AA_Observations,NonComplianceItems,int,NULL,NULL,NULL
AA_Observations,RepeatFinding,bit,NULL,NULL,NULL
AA_Observations,FindingCorrectiveAction,nvarchar,500,NULL,NULL
AA_Observations,ResponsiblePerson,nvarchar,255,NULL,NULL
AA_Observations,ClosureCategory,int,NULL,FOREIGN KEY,FK_AA_Obs_ClosureCategory
AA_Observations,COEID,int,NULL,FOREIGN KEY,FK_AA_Obs_COEID
AA_Observations,BldgID,int,NULL,FOREIGN KEY,FK_AA_Obs_BldgID
AA_Observations,WorkstationID,int,NULL,FOREIGN KEY,FK_AA_Obs_ltbWorkS_WkStID
AA_Observations,SubCOEID,int,NULL,FOREIGN KEY,FK_AA_Obs_SubCOEID
AA_Observations,ObservationViewableID,int,NULL,NULL,NULL
AA_Observations,Citation,nvarchar,-1,NULL,NULL
AA_Observations,NumItems,int,NULL,NULL,NULL
AA_Observations,ObservationDate,datetime,NULL,NULL,NULL
AA_Observations,FindingClosureDate,datetime,NULL,NULL,NULL
AA_Observations,FindingClosureComment,nvarchar,2000,NULL,NULL
AA_Observations,FastForward,bit,NULL,NULL,NULL
AA_Observations,ObservationID_IntID,int,NULL,NULL,NULL
AA_Observations,refType,nvarchar,50,NULL,NULL
AA_Observations,LockedByAssignedAuditor,int,NULL,NULL,NULL
AA_Observations,RiskCategory,int,NULL,NULL,NULL
AA_AuditRoom,AuditRoomID,uniqueidentifier,NULL,PRIMARY KEY,PK_AAuditRoom_AuRoID
AA_AuditRoom,AuditRoomName,nvarchar,255,NULL,NULL
AA_AuditRoom,Org,nvarchar,255,NULL,NULL
AA_AuditRoom,SubOrg,nvarchar,255,NULL,NULL
AA_AuditRoom,Site,nvarchar,255,NULL,NULL
AA_AuditRoom,Status,uniqueidentifier,NULL,FOREIGN KEY,FK_AAuditRoom_AuditRoomID
AA_AuditRoom,CreatedBy,nvarchar,255,NULL,NULL
AA_AuditRoom,CreatedDate,datetime,NULL,NULL,NULL
AA_AuditRoom,StartDate,datetime,NULL,NULL,NULL
AA_AuditRoom,EndDate,datetime,NULL,NULL,NULL
AA_AuditRoom,AuditType,uniqueidentifier,NULL,FOREIGN KEY,FK_AAuditRoom_AuditType
AA_AuditRoom,AuditPlannerID,int,NULL,NULL,NULL
AA_AuditRoom,AuditroomNumber,int,NULL,NULL,NULL
AA_AuditRoom,deptID,int,NULL,NULL,NULL
AA_AuditRoom,SubCOEID,int,NULL,NULL,NULL
AA_AuditRoom,comments,nvarchar,1500,NULL,NULL
