TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,KEY_TYPE,CONSTRAINT_NAME
SiteEvent,EVENT_REG_CITATION,nvarchar,255,NULL,NULL
SiteEvent,EVENT_REG_CITATION_DESC,nvarchar,-1,NULL,NULL
SiteEvent,EVENT_REG_REP,bit,NULL,NULL,NULL
SiteEvent,EVENT_NOTES,nvarchar,-1,NULL,NULL
SiteEvent,EVENT_LOSS,nvarchar,255,NULL,NULL
SiteEvent,EVENT_LOSS_VALUE,money,NULL,NULL,NULL
SiteEvent,EVENT_NOV,bit,NULL,NULL,NULL
SiteEvent,EVENT_EXCEED_REASON,nvarchar,-1,NULL,NULL
SiteEvent,EVENT_RESPONSE,nvarchar,-1,NULL,NULL
SiteEvent,EVENT_CLOSURE_REQUIRED,bit,NULL,NULL,NULL
SiteEvent,EVENT_CLOSUREDATE,datetime,NULL,NULL,NULL
SiteEvent,EVENT_LESSONS,nvarchar,-1,NULL,NULL
SiteEvent,EVENT_PARAMETER,nvarchar,255,NULL,NULL
SiteEvent,EVENT_NUM_LIMIT,int,NULL,NULL,NULL
SiteEvent,EVENT_NUM_EXCEED,int,NULL,NULL,NULL
SiteEvent,EVENT_NUM_EXCEED_UNIT,nvarchar,50,NULL,NULL
SiteEvent,EVENT_AIR_EXCEEDANCE,int,NULL,NULL,NULL
SiteEvent,EVENT_AIR_PERMITMISS,int,NULL,NULL,NULL
SiteEvent,EVENT_AIR_PCODE,nvarchar,150,NULL,NULL
SiteEvent,EVENT_AIR_CCODE,nvarchar,150,NULL,NULL
SiteEvent,EVENT_AIR_EUNIT,nvarchar,255,NULL,NULL
SiteEvent,EVENT_AIR_STD,nvarchar,255,NULL,NULL
SiteEvent,EVENT_WW_TYPE,nvarchar,50,NULL,NULL
SiteEvent,EVENT_WW_PCODE,nvarchar,150,NULL,NULL
SiteEvent,EVENT_WW_CCODE,nvarchar,150,NULL,NULL
SiteEvent,EVENT_WW_DMEXCEED,decimal,NULL,NULL,NULL
SiteEvent,EVENT_WW_MAEXCEED,decimal,NULL,NULL,NULL
SiteEvent,EVENT_WW_OTHEREXCEED,decimal,NULL,NULL,NULL
SiteEvent,EVENT_WW_RECURRENT,int,NULL,NULL,NULL
SiteEvent,UPDATE_BY,nvarchar,50,NULL,NULL
SiteEvent,UPDATE_DATE,datetime,NULL,NULL,NULL
SiteEvent,DATE_RECORDED,smalldatetime,NULL,NULL,NULL
SiteEvent,Event_SiteNo,nvarchar,50,NULL,NULL
SiteEvent,Event_Level,nvarchar,150,NULL,NULL
SiteEvent,Event_Time,nvarchar,15,NULL,NULL
SiteEvent,Event_PSM,bit,NULL,NULL,NULL
SiteEvent,SiteEventID,int,NULL,PRIMARY KEY,IND_PK_CI_SiteEvent_SiteEventID
SiteEvent,GFD_ID,int,NULL,NULL,NULL
SiteEvent,SubCOEID,int,NULL,NULL,NULL
SiteEvent,Location_Type,tinyint,NULL,NULL,NULL
SiteEvent,MXWasChecked,bit,NULL,NULL,NULL
SiteEvent,MXHasDouble,bit,NULL,NULL,NULL
SiteEvent,MXWasUpdated,bit,NULL,NULL,NULL
SiteEvent,MXEncode,varchar,30,NULL,NULL
SiteEvent,EVENT_SPILL_TYPE,int,NULL,NULL,NULL
SiteEvent,SiteHandSCaseID,int,NULL,NULL,NULL
SiteEvent,INJURY,bit,NULL,NULL,NULL
SiteEvent,closed_by,nvarchar,50,NULL,NULL
SiteEvent,Event_Shift,nvarchar,30,NULL,NULL
SiteEvent,WorkstationID,int,NULL,NULL,NULL
SiteEvent,parSiteEventID,int,NULL,NULL,NULL
SiteEvent,ClosureVerifiedDate,datetime,NULL,NULL,NULL
SiteEvent,primaryRefID,int,NULL,NULL,NULL
SiteAttach,ORG,int,NULL,NULL,NULL
SiteAttach,LOCATION,nvarchar,50,NULL,NULL
SiteAttach,OBJNAME,nvarchar,100,NULL,NULL
SiteAttach,CAPTION,nvarchar,200,NULL,NULL
SiteAttach,PARENT_TYPE,nvarchar,100,NULL,NULL
SiteAttach,ID,nvarchar,255,NULL,NULL
SiteAttach,UPDATE_DATE,datetime,NULL,NULL,NULL
SiteAttach,BROWSEALLOW,bit,NULL,NULL,NULL
SiteAttach,WebLink,nvarchar,1000,NULL,NULL
SiteAttach,Application,nvarchar,50,NULL,NULL
SiteAttach,AttachID,int,NULL,PRIMARY KEY,PK_SiteAttach_AttachID
SiteAttach,BUSINESS,nvarchar,50,NULL,NULL
SiteAttach,ID_Type,nvarchar,255,NULL,NULL
SiteAttach,MXWasChecked,bit,NULL,NULL,NULL
SiteAttach,MXHasDouble,bit,NULL,NULL,NULL
SiteAttach,MXWasUpdated,bit,NULL,NULL,NULL
SiteAttach,MXEncode,varchar,30,NULL,NULL
SiteAttach,ID_Desc,nvarchar,1000,NULL,NULL
SiteAttach,ParentFolderID,nvarchar,100,NULL,NULL
SiteAttach,FolderLevel,int,NULL,NULL,NULL
SiteAttach,isFolder,bit,NULL,NULL,NULL
SiteAttach,folderID,nvarchar,100,NULL,NULL
SiteAttach,UpdateBy,nvarchar,150,NULL,NULL
SiteAttach,Movedtos3,bit,NULL,NULL,NULL
SiteAttach,attachGUID,uniqueidentifier,NULL,NULL,NULL
SiteAttach,guidExtension,varchar,50,NULL,NULL
SiteAttach,filesizeBytes,bigint,NULL,NULL,NULL
SiteAttach,LastAccessed,datetime,NULL,NULL,NULL
SiteAttach,Archive,bit,NULL,NULL,NULL
SiteAttach,ArchiveDate,datetime,NULL,NULL,NULL
SiteAttach,ArchiveReason,varchar,25,NULL,NULL
SiteAttach,CreatedDate,datetimeoffset,NULL,NULL,NULL
SiteAttach,CreatedBy,nvarchar,150,NULL,NULL
siteapplicmoduledetail,reftype,nvarchar,100,NULL,NULL
siteapplicmoduledetail,refid,int,NULL,NULL,NULL
siteapplicmoduledetail,siteapplicmoduleid,int,NULL,NULL,NULL
siteapplicmoduledetail,ItemText,nvarchar,2000,NULL,NULL
siteapplicmoduledetail,samdID,int,NULL,PRIMARY KEY,pk_SiteApplicModuleDetail
siteapplicmodule,OrgName,nvarchar,50,NULL,NULL
siteapplicmodule,Location,nvarchar,50,NULL,NULL
siteapplicmodule,Module,nvarchar,200,NULL,NULL
siteapplicmodule,RespPerson,nvarchar,150,NULL,NULL
siteapplicmodule,CompDate,datetime,NULL,NULL,NULL
siteapplicmodule,Applicability,nvarchar,1000,NULL,NULL
siteapplicmodule,UpdateDate,datetime,NULL,NULL,NULL
siteapplicmodule,UpdateBy,nvarchar,100,NULL,NULL
siteapplicmodule,Applicable,int,NULL,NULL,NULL
siteapplicmodule,MXWasChecked,bit,NULL,NULL,NULL
siteapplicmodule,MXHasDouble,bit,NULL,NULL,NULL
siteapplicmodule,MXWasUpdated,bit,NULL,NULL,NULL
siteapplicmodule,MXEncode,varchar,30,NULL,NULL
siteapplicmodule,DeptID,int,NULL,NULL,NULL
siteapplicmodule,SubCOEID,int,NULL,NULL,NULL
siteapplicmodule,Building,nvarchar,50,NULL,NULL
siteapplicmodule,Workstation,nvarchar,100,NULL,NULL
siteapplicmodule,Frequency,nvarchar,50,NULL,NULL
siteapplicmodule,BusRequired,bit,NULL,NULL,NULL
siteapplicmodule,SiteApplicModuleID,int,NULL,PRIMARY KEY,PK_SAM_SAMID
siteapplicmodule,StartDate,datetime,NULL,NULL,NULL
siteapplicmodule,AuditType,nvarchar,50,NULL,NULL
siteapplicmodule,ModifyPastDue,bit,NULL,NULL,NULL
siteapplicmodule,EndDate,datetime,NULL,NULL,NULL
siteapplicmodule,NumDays,int,NULL,NULL,NULL
siteapplicmodule,MasterSAMID,int,NULL,NULL,NULL
siteapplicmodule,CCPerson,nvarchar,300,NULL,NULL
siteapplicmodule,MailAttachments,tinyint,NULL,NULL,NULL
siteapplicmodule,AltBarcode,nvarchar,25,NULL,NULL
siteapplicmodule,CCOther,nvarchar,300,NULL,NULL
siteapplicmodule,CCMissed,nvarchar,300,NULL,NULL
siteapplicmodule,NotifyNC,int,NULL,NULL,NULL
siteapplicmodule,CCNotifyNC,nvarchar,300,NULL,NULL
siteapplicmodule,ExportPermission,bit,NULL,NULL,NULL
siteapplicmodule,AllowRPEdit,bit,NULL,NULL,NULL
siteapplicmodule,RPSequenceID,int,NULL,NULL,NULL
siteapplicmodule,PassFailCheck,int,NULL,NULL,NULL
siteapplicmodule,Employee,nvarchar,300,NULL,NULL
siteapplicmodule,MultiRemindDays,nvarchar,25,NULL,NULL
siteapplicmodule,LastMultiRemind,int,NULL,NULL,NULL
siteapplicmodule,zoneID,int,NULL,NULL,NULL
siteapplicmodule,AdhocInspection,int,NULL,NULL,NULL
siteapplicmodule,FrequencySet,nvarchar,300,NULL,NULL
siteapplicmodule,insparchive,bit,NULL,NULL,NULL
siteapplicmodule,suborgid,int,NULL,FOREIGN KEY,FK_siteapplicmodule_suborgid_suborg_suborgid
siteapplicmodule,jobCode,nvarchar,100,NULL,NULL
siteapplicmodule,EmailUpComing,bit,NULL,NULL,NULL
siteapplicmodule,ShowPreviousFinding,bit,NULL,NULL,NULL
siteapplicmodule,LockCompleted,bit,NULL,NULL,NULL
siteapplicmodule,Module_ID,int,NULL,NULL,NULL
siteapplicmodule,RetagInspectDept,bit,NULL,NULL,NULL
siteapplicmodule,TimezoneID,int,NULL,NULL,NULL
siteapplicmodule,CompGraceDays,int,NULL,NULL,NULL
siteapplicmodule,StatusId,smallint,NULL,NULL,NULL
siteapplicmodule,RefType,varchar,100,NULL,NULL
siteapplicmodule,RefID,int,NULL,NULL,NULL
Site,ORGNAME,nvarchar,50,PRIMARY KEY,PK_Site
Site,Location,nvarchar,50,PRIMARY KEY,PK_Site
Site,ADMIN,nvarchar,50,NULL,NULL
Site,MANAGER,nvarchar,100,NULL,NULL
Site,OPS_MANAGER,nvarchar,100,NULL,NULL
Site,PASSWORD,nvarchar,50,NULL,NULL
Site,SUBORG,nvarchar,50,NULL,NULL
Site,ATSCC_ON,bit,NULL,NULL,NULL
Site,SITEDESC,nvarchar,1000,NULL,NULL
Site,Archive,bit,NULL,NULL,NULL
Site,ProjCal,bit,NULL,NULL,NULL
Site,SubSite,bit,NULL,NULL,NULL
Site,DefaultOrg,nvarchar,50,NULL,NULL
Site,DefaultTypeGroup,nvarchar,50,NULL,NULL
Site,SiteRegion,nvarchar,50,NULL,NULL
Site,SiteCountry,nvarchar,50,NULL,NULL
Site,SiteTimeZone,nvarchar,70,NULL,NULL
Site,POWER_ON,bit,NULL,NULL,NULL
Site,SiteID,int,NULL,NULL,NULL
Site,COMPLIANCE_MANAGER,nvarchar,150,NULL,NULL
Site,UpdateBy,nvarchar,150,NULL,NULL
Site,UpdateDate,datetime,NULL,NULL,NULL
Site,UpdateHistory,ntext,1073741823,NULL,NULL
Site,SubCOE,bit,NULL,NULL,NULL
Site,DateCreated,smalldatetime,NULL,NULL,NULL
Site,DateArchived,smalldatetime,NULL,NULL,NULL
Site,PowerSuite_ON,smallint,NULL,NULL,NULL
Site,update_user,nvarchar,50,NULL,NULL
Site,VirtualSite,bit,NULL,NULL,NULL
Site,MXWasChecked,bit,NULL,NULL,NULL
Site,MXHasDouble,bit,NULL,NULL,NULL
Site,MXWasUpdated,bit,NULL,NULL,NULL
Site,MXEncode,varchar,30,NULL,NULL
Site,Cockpit,bit,NULL,NULL,NULL
Site,CompanyCockpit,bit,NULL,NULL,NULL
Site,PIT_ON,bit,NULL,NULL,NULL
Site,courseregion,char,1,NULL,NULL
Site,Latitude,float,NULL,NULL,NULL
Site,Longitude,float,NULL,NULL,NULL
Site,SiteAddress,nvarchar,400,NULL,NULL
Site,SiteState,nvarchar,100,NULL,NULL
Site,SiteZip,nvarchar,25,NULL,NULL
Site,Nickname,nvarchar,100,NULL,NULL
Site,IsDemo,bit,NULL,NULL,NULL
Site,OperatingProfile,nvarchar,75,NULL,NULL
qrySiteSiteDetail,ORG,int,NULL,NULL,NULL
qrySiteSiteDetail,LOCATION,nvarchar,50,NULL,NULL
qrySiteSiteDetail,IIStart_Date,datetime,NULL,NULL,NULL
qrySiteSiteDetail,IISite_Type,nvarchar,50,NULL,NULL
qrySiteSiteDetail,CORP_CODE,nvarchar,50,NULL,NULL
qrySiteSiteDetail,WORLD_REGION,nvarchar,50,NULL,NULL
qrySiteSiteDetail,Reporting,smallint,NULL,NULL,NULL
qrySiteSiteDetail,Report_Start,datetime,NULL,NULL,NULL
qrySiteSiteDetail,SiteIandI,smallint,NULL,NULL,NULL
qrySiteSiteDetail,SiteTT,smallint,NULL,NULL,NULL
qrySiteSiteDetail,SiteATS,smallint,NULL,NULL,NULL
qrySiteSiteDetail,SubOrg_Rollup,int,NULL,NULL,NULL
qrySiteSiteDetail,ADDRESS,nvarchar,200,NULL,NULL
qrySiteSiteDetail,CITY,nvarchar,50,NULL,NULL
qrySiteSiteDetail,STATE,nvarchar,50,NULL,NULL
qrySiteSiteDetail,ZIP,nvarchar,50,NULL,NULL
qrySiteSiteDetail,COUNTRY,nvarchar,50,NULL,NULL
qrySiteSiteDetail,SIC_CODES,nvarchar,100,NULL,NULL
qrySiteSiteDetail,SIC_DESC,nvarchar,250,NULL,NULL
qrySiteSiteDetail,BUSINESS_SEGMENT,nvarchar,50,NULL,NULL
qrySiteSiteDetail,NUM_CONTRACT_EMP,int,NULL,NULL,NULL
qrySiteSiteDetail,NUM_HOURLY_EMP,int,NULL,NULL,NULL
qrySiteSiteDetail,NUM_SALARY_EMP,int,NULL,NULL,NULL
qrySiteSiteDetail,VPP_Status,nvarchar,100,NULL,NULL
qrySiteSiteDetail,VPP_Date,nvarchar,50,NULL,NULL
qrySiteSiteDetail,VPP_Comment,nvarchar,500,NULL,NULL
qrySiteSiteDetail,AIR_Permit,bit,NULL,NULL,NULL
qrySiteSiteDetail,AIR_Comment,nvarchar,500,NULL,NULL
qrySiteSiteDetail,WATER_Permit,bit,NULL,NULL,NULL
qrySiteSiteDetail,WATER_Comment,nvarchar,500,NULL,NULL
qrySiteSiteDetail,WASTE_Permit,bit,NULL,NULL,NULL
qrySiteSiteDetail,WASTE_Comment,nvarchar,500,NULL,NULL
qrySiteSiteDetail,COMMENTS,nvarchar,500,NULL,NULL
qrySiteSiteDetail,TERMINATION_DATE,datetime,NULL,NULL,NULL
qrySiteSiteDetail,SiteSS,smallint,NULL,NULL,NULL
qrySiteSiteDetail,COMMONNAME,nvarchar,50,NULL,NULL
qrySiteSiteDetail,UPDATE_DATE,datetime,NULL,NULL,NULL
qrySiteSiteDetail,UPDATE_BY,nvarchar,50,NULL,NULL
qrySiteSiteDetail,Legal_Entity_Name,nvarchar,100,NULL,NULL
qrySiteSiteDetail,CORP_REPORT_START_DATE,smalldatetime,NULL,NULL,NULL
qrySiteSiteDetail,initRepOn,bit,NULL,NULL,NULL
qrySiteSiteDetail,ORGNAME,nvarchar,50,NULL,NULL
qrySiteSiteDetail,Archive,bit,NULL,NULL,NULL
qrySiteSiteDetail,ADMIN,nvarchar,50,NULL,NULL
qrySiteSiteDetail,ATSCC_ON,bit,NULL,NULL,NULL
qrySiteSiteDetail,MANAGER,nvarchar,100,NULL,NULL
qrySiteSiteDetail,orgadmin,nvarchar,50,NULL,NULL
qrySiteSiteDetail,BUSINESS,nvarchar,50,NULL,NULL
qrySiteSiteDetail,OPS_MANAGER,nvarchar,100,NULL,NULL
qrySiteSiteDetail,AllSubOrgs,nvarchar,2000,NULL,NULL
qrySiteSiteDetail,SUBORG,nvarchar,50,NULL,NULL
qrySiteSiteDetail,PASSWORD,nvarchar,50,NULL,NULL
qrySiteSiteDetail,OrgArchive,bit,NULL,NULL,NULL
qrySiteSiteDetail,SiteID,int,NULL,NULL,NULL
qrySiteSiteDetail,PowerSuite_ON,smallint,NULL,NULL,NULL
qrySiteSiteDetail,Cockpit,bit,NULL,NULL,NULL
qrySiteSiteDetail,IIRecCode,nvarchar,50,NULL,NULL
qrySiteSiteDetail,isdemo,bit,NULL,NULL,NULL
qryOrgSite,org,int,NULL,NULL,NULL
qryOrgSite,AllSubOrgs,nvarchar,2000,NULL,NULL
qryOrgSite,orgadmin,nvarchar,50,NULL,NULL
qryOrgSite,business,nvarchar,50,NULL,NULL
qryOrgSite,subBusiness,nvarchar,50,NULL,NULL
qryOrgSite,OrgArchive,bit,NULL,NULL,NULL
qryOrgSite,ORGNAME,nvarchar,50,NULL,NULL
qryOrgSite,Location,nvarchar,50,NULL,NULL
qryOrgSite,ADMIN,nvarchar,50,NULL,NULL
qryOrgSite,MANAGER,nvarchar,100,NULL,NULL
qryOrgSite,OPS_MANAGER,nvarchar,100,NULL,NULL
qryOrgSite,PASSWORD,nvarchar,50,NULL,NULL
qryOrgSite,SUBORG,nvarchar,50,NULL,NULL
qryOrgSite,ATSCC_ON,bit,NULL,NULL,NULL
qryOrgSite,SITEDESC,nvarchar,1000,NULL,NULL
qryOrgSite,Archive,bit,NULL,NULL,NULL
qryOrgSite,ProjCal,bit,NULL,NULL,NULL
qryOrgSite,SubSite,bit,NULL,NULL,NULL
qryOrgSite,DefaultOrg,nvarchar,50,NULL,NULL
qryOrgSite,DefaultTypeGroup,nvarchar,50,NULL,NULL
qryOrgSite,SiteRegion,nvarchar,50,NULL,NULL
qryOrgSite,SiteCountry,nvarchar,50,NULL,NULL
qryOrgSite,SiteTimeZone,nvarchar,70,NULL,NULL
qryOrgSite,POWER_ON,bit,NULL,NULL,NULL
qryOrgSite,SiteID,int,NULL,NULL,NULL
qryOrgSite,COMPLIANCE_MANAGER,nvarchar,150,NULL,NULL
qryOrgSite,UpdateBy,nvarchar,150,NULL,NULL
qryOrgSite,UpdateDate,datetime,NULL,NULL,NULL
qryOrgSite,UpdateHistory,ntext,1073741823,NULL,NULL
qryOrgSite,SubCOE,bit,NULL,NULL,NULL
qryOrgSite,PowerSuite_ON,smallint,NULL,NULL,NULL
qryOrgSite,Cockpit,bit,NULL,NULL,NULL
qryOrgSite,CompanyCockpit,bit,NULL,NULL,NULL
qryOrgSite,isDemo,bit,NULL,NULL,NULL
qryOrgSite,nickname,nvarchar,100,NULL,NULL
Profile_Data,DataID,int,NULL,PRIMARY KEY,PK_Profile_Data
Profile_Data,ItemCode,nvarchar,50,NULL,NULL
Profile_Data,OptionID,int,NULL,NULL,NULL
Profile_Data,TextAnswer,nvarchar,3000,NULL,NULL
Profile_Data,DataYear,smallint,NULL,NULL,NULL
Profile_Data,DataPeriod,tinyint,NULL,NULL,NULL
Profile_Data,DataDate,datetime,NULL,NULL,NULL
Profile_Data,DataOrg,nvarchar,50,NULL,NULL
Profile_Data,DataSuborg,nvarchar,50,NULL,NULL
Profile_Data,DataSite,nvarchar,50,NULL,NULL
Profile_Data,DataCOE,nvarchar,50,NULL,NULL
Profile_Data,DataSubCOE,nvarchar,50,NULL,NULL
Profile_Data,DataSupervisor,nvarchar,50,NULL,NULL
Profile_Data,UpdateBy,nvarchar,50,NULL,NULL
Profile_Data,UpdateDate,smalldatetime,NULL,NULL,NULL
Profile_Data,Archive,bit,NULL,NULL,NULL
Profile_Data,Goal,bit,NULL,NULL,NULL
Profile_Data,DataGroupID,int,NULL,NULL,NULL
Profile_Data,DataRegion,nvarchar,200,NULL,NULL
Profile_Data,DataCountry,nvarchar,50,NULL,NULL
Profile_Data,DataSubSite,nvarchar,50,NULL,NULL
Profile_Data,DataBusiness,nvarchar,100,NULL,NULL
Profile_Data,DataCustomGroup,nvarchar,50,NULL,NULL
Profile_Data,MemoAnswer,ntext,1073741823,NULL,NULL
Profile_Data,MXWasChecked,bit,NULL,NULL,NULL
Profile_Data,MXHasDouble,bit,NULL,NULL,NULL
Profile_Data,MXWasUpdated,bit,NULL,NULL,NULL
Profile_Data,MXEncode,varchar,30,NULL,NULL
Org,ORGNAME,nvarchar,50,PRIMARY KEY,aaaaaOrg_PK
Org,TABLE,int,NULL,UNIQUE,TABLE
Org,ORGPASSWORD,nvarchar,50,NULL,NULL
Org,ADMIN,nvarchar,50,NULL,NULL
Org,SUBORG,nvarchar,-1,NULL,NULL
Org,BUSINESS,nvarchar,50,NULL,NULL
Org,ARCHIVE,bit,NULL,NULL,NULL
Org,OrgID,smallint,NULL,NULL,NULL
Org,SubBusiness,nvarchar,50,NULL,NULL
Org,update_user,nvarchar,50,NULL,NULL
Org,MXWasChecked,bit,NULL,NULL,NULL
Org,MXHasDouble,bit,NULL,NULL,NULL
Org,MXWasUpdated,bit,NULL,NULL,NULL
Org,MXEncode,varchar,30,NULL,NULL
Org,busOrgID,int,NULL,NULL,NULL
ltbworkstation,WkStID,int,NULL,PRIMARY KEY,PK_ltbWS_WkStID
ltbworkstation,OrgID,int,NULL,FOREIGN KEY,FK_ltbworkstation_Org
ltbworkstation,SubOrgID,int,NULL,FOREIGN KEY,FK_ltbworkstation_SubOrg
ltbworkstation,SiteID,int,NULL,FOREIGN KEY,FK_ltbworkstation_Site
ltbworkstation,WorkStationName,nvarchar,100,NULL,NULL
ltbworkstation,Description,nvarchar,250,NULL,NULL
ltbworkstation,CreateDate,datetime,NULL,NULL,NULL
ltbworkstation,UpdateDate,datetime,NULL,NULL,NULL
ltbworkstation,UpdateBy,nvarchar,50,NULL,NULL
ltbworkstation,Archive,bit,NULL,NULL,NULL
ltbworkstation,UTM_North,nvarchar,30,NULL,NULL
ltbworkstation,UTM_East,nvarchar,30,NULL,NULL
ltbworkstation,UTM_Zone,smallint,NULL,NULL,NULL
ltbworkstation,UTM_Hemi,nvarchar,1,NULL,NULL
ltbworkstation,BldgID,int,NULL,NULL,NULL
ltbworkstation,Latitude,float,NULL,NULL,NULL
ltbworkstation,Longitude,float,NULL,NULL,NULL
ltbUnsafeCondition,ID,int,NULL,PRIMARY KEY,PK_ItbUnsafeCond_ID
ltbUnsafeCondition,UnsafeCondition,nvarchar,600,NULL,NULL
ltbUnsafeCondition,SortNumber,int,NULL,NULL,NULL
ltbUnsafeAction,ID,int,NULL,PRIMARY KEY,PK_ItbUnsafeAct_ID
ltbUnsafeAction,UnsafeAction,nvarchar,600,NULL,NULL
ltbUnsafeAction,SortNumber,int,NULL,NULL,NULL
LtbSubSite,SubSiteID,int,NULL,PRIMARY KEY,PK_LtbSubSite_SubSiteID
LtbSubSite,SubSite,nvarchar,200,NULL,NULL
LtbSubSite,SiteID,int,NULL,NULL,NULL
LtbSubSite,Admin,nvarchar,150,NULL,NULL
LtbSubSite,Manager,nvarchar,150,NULL,NULL
LtbSubSite,OpsLead,nvarchar,150,NULL,NULL
LtbSubSite,Archive,bit,NULL,NULL,NULL
LtbSubSite,CreateDate,datetime2,NULL,NULL,NULL
ltbRoles,RoleID,int,NULL,PRIMARY KEY,PK__ltbRoles__0A9F2C89
ltbRoles,RoleDisplayName,nvarchar,50,NULL,NULL
ltbRoles,RoleSysName,nvarchar,50,NULL,NULL
ltbRoles,Active,bit,NULL,NULL,NULL
ltbRoles,AppID,int,NULL,NULL,NULL
ltbRoles,CreateDate,datetime,NULL,NULL,NULL
ltbRoles,CreateBy,nvarchar,50,NULL,NULL
ltbRoles,UpdateDate,datetime,NULL,NULL,NULL
ltbRoles,UpdateBy,nvarchar,50,NULL,NULL
ltbPersonalFactorGroup,ID,int,NULL,PRIMARY KEY,PK_ItbPerFactgrp_ID
ltbPersonalFactorGroup,PersonalFactorGroup,nvarchar,600,NULL,NULL
ltbPersonalFactorGroup,SortNumber,int,NULL,NULL,NULL
ltbPersonalFactor,ID,int,NULL,PRIMARY KEY,PK_ItbPerFact_ID
ltbPersonalFactor,PersonalFactor,nvarchar,600,NULL,NULL
ltbPersonalFactor,PersonalFactorGroupID,int,NULL,FOREIGN KEY,FK_ItbPerFact_PerFacGrpID_ItbPerFactgrpID
ltbPersonalFactor,SortNumber,int,NULL,NULL,NULL
ltbManagementSystems,ID,int,NULL,PRIMARY KEY,PK_Itbmnmgtsys_ID
ltbManagementSystems,Systems,nvarchar,600,NULL,NULL
ltbManagementSystems,SortNumber,int,NULL,NULL,NULL
ltbJobFactorGroup,ID,int,NULL,PRIMARY KEY,PK_ItbJobFactGrp_ID
ltbJobFactorGroup,JobFactorGroup,nvarchar,600,NULL,NULL
ltbJobFactorGroup,SortNumber,int,NULL,NULL,NULL
ltbJobFactor,ID,int,NULL,PRIMARY KEY,PK_ItbJobFact_ID
ltbJobFactor,JobFactor,nvarchar,600,NULL,NULL
ltbJobFactor,JobFactorGroupID,int,NULL,FOREIGN KEY,FK_ItbJobFact_JobPerFacGrpID_ItbJobFactGrpID
ltbJobFactor,SortNumber,int,NULL,NULL,NULL
ltbIandI,ID,int,NULL,PRIMARY KEY,PK_ltbIandI
ltbIandI,LIST_TYPE,nvarchar,50,NULL,NULL
ltbIandI,LIST_ITEM,nvarchar,255,NULL,NULL
ltbIandI,LIST_CATEGORY,nvarchar,50,NULL,NULL
ltbIandI,LIST_ITEM_DESCRIPTION,nvarchar,-1,NULL,NULL
ltbIandI,SORTNO,int,NULL,NULL,NULL
ltbIandI,ORG,int,NULL,NULL,NULL
ltbIandI,SUBORG,nvarchar,50,NULL,NULL
ltbIandI,LOCATION,nvarchar,50,NULL,NULL
ltbIandI,Status,tinyint,NULL,NULL,NULL
ltbIandI,MXWasChecked,bit,NULL,NULL,NULL
ltbIandI,MXHasDouble,bit,NULL,NULL,NULL
ltbIandI,MXWasUpdated,bit,NULL,NULL,NULL
ltbIandI,MXEncode,varchar,30,NULL,NULL
ltbIandI,List_Item_Alias,nvarchar,255,NULL,NULL
ltbIandI,List_Item_Option,int,NULL,NULL,NULL
ltbIandI,list_item_code,nvarchar,400,NULL,NULL
ltbFindingType,SortNo,float,NULL,NULL,NULL
ltbFindingType,FindingName,nvarchar,100,PRIMARY KEY,ltbFindingType_PK
ltbFindingType,Metric,bit,NULL,NULL,NULL
ltbFindingType,FindingStr,nvarchar,100,NULL,NULL
ltbFindingType,PriorityClass,nvarchar,50,NULL,NULL
ltbFindingType,Archive,bit,NULL,NULL,NULL
ltbFindingType,MXWasChecked,bit,NULL,NULL,NULL
ltbFindingType,MXHasDouble,bit,NULL,NULL,NULL
ltbFindingType,MXWasUpdated,bit,NULL,NULL,NULL
ltbFindingType,MXEncode,varchar,30,NULL,NULL
ltbFindingType,ltbFindingTypeID,int,NULL,NULL,NULL
ltbEvent,SortNo,real,NULL,NULL,NULL
ltbEvent,List_Type,nvarchar,50,NULL,NULL
ltbEvent,List_Item,nvarchar,250,NULL,NULL
ltbEvent,List_Category,nvarchar,50,NULL,NULL
ltbEvent,List_Item_Description,nvarchar,-1,NULL,NULL
ltbEvent,AgentExclude,bit,NULL,NULL,NULL
ltbEvent,MXWasChecked,bit,NULL,NULL,NULL
ltbEvent,MXHasDouble,bit,NULL,NULL,NULL
ltbEvent,MXWasUpdated,bit,NULL,NULL,NULL
ltbEvent,MXEncode,varchar,30,NULL,NULL
ltbEvent,Status,tinyint,NULL,NULL,NULL
ltbEvent,List_Item_Option,int,NULL,NULL,NULL
ltbEvent,UpdateDate,datetime,NULL,NULL,NULL
ltbEvent,List_Item_Alias,nvarchar,50,NULL,NULL
ltbEvent,CustomFileToInclude,nvarchar,50,NULL,NULL
ltbEvent,list_category_alias,nvarchar,50,NULL,NULL
ltbEvent,ltbEventID,int,NULL,PRIMARY KEY,PK_ltbEvent
ltbEvent,list_item_code,nvarchar,50,NULL,NULL
ltbEvent,SiteID,int,NULL,FOREIGN KEY,FK_ltbEvent_SiteID
ltbEvent,OrgID,int,NULL,FOREIGN KEY,FK_ltbEvent_ORGID
ltbEvent,SuborgID,int,NULL,FOREIGN KEY,FK_ltbEvent_SubOrgID
ltbEvent,Restricted_List_Item,bit,NULL,NULL,NULL
ltbEvent,Updateby,nvarchar,100,NULL,NULL
ltbEvent,List_item_country,nvarchar,100,NULL,NULL
ltbEvent,open_access,bit,NULL,NULL,NULL
